full_text,compound,polarity
Berita STV - 21 Pengungsi Gempa Palu Menetap di Palaran: https://t.co/aaCf5GhCgG melalui @YouTube,3,positive
Mohon bantuannya Korban terdampak Gempa Palu atas nama Marwah umur 1 tahun ini baju terakhir yg dikenakan dikabarkan berada dipengunsian Daerah Makkassar sedang dicari oleh Keluarganya https://t.co/nrxhXdjz3G,4,positive
3. setop sudah posting posting gempa gempa bmkg dll bikin taku taku lee. kematian pasti terjadi waktunya yg blun di tau. kejadiam di lombok mau pun palu bisa terjadi kapang saja di mana saja. kematian pum begitu juga.,6,positive
Syafii Abdul Karim perawat dari RS @muhammadiyah Lamongan yang tergabung dalam Tim Kesehatan @MDMCIndonesia ini tak hanya berpengalaman dalam menangani pasien namun juga piawai dalam menghadirkan senyum diwajah anak-anak pengungsi gempa di Kota Palu. #OneMuhammadiyahOneResponse https://t.co/lreZUwQIHp,6,positive
@MbahUyok Maklumlah nyimpannya berkas2 kan di Palu yg kena gempa kemarin jadi rusak dan hilang ya wajar KPK memang OKE hohoy,2,positive
Palu: Kondisi sebelum dan sesudah gempa termasuk di Petobo dan Balaroa https://t.co/9tGVK9IXcG,1,positive
Suasana Saat Gempa Kembali Mengguncang Palu Pagi hari ini -- Insert 09/10/2018: https://t.co/EfRmlV4Znw melalui @YouTube,3,positive
Mahesta Bersyukur Adiknya Selamat dari Gempa Palu Sulteng Sempat Kehilangan Kontak: Mahesta saat mengetahui kabar dari televisi mengenai adanya gempa di Palu dirinya langsung berupaya menghubungi adiknya di Palu. https://t.co/6eMGn8jwHJ https://t.co/vfZNEZgfG3,4,positive
Update recovery gempa Palu di H+11 https://t.co/tGy23elCO5,4,positive
#e_news - GERAKAN SOSIAL BRAWIJAYA Selamat Sore Brawijaya ! Sedang berlangsung galang dana untuk gempa Donggala dan Tsunami Palu. Galang dana ini akan berlangsung hingga pukul 17.30 https://t.co/27SGV8Y2C2,9,positive
Proses rekrutmen CPNS di 5 pemda terdampak gempa Palu diperpanjang hingga 2019. Apa pertimbangannya? https://t.co/O38rZCNv0x,4,positive
Assalamu alaikum Laporan Donasi TKIT IQRO' Peduli Gempa &amp; Tsunami Palu dan Donggala Sulawesi Tengah. Alhamdulillah donasi peduli gempa &amp; tsunami Palu dan Donggala Sulawesi Tengah pd tgl : 8 Oktober '18 : Rp 6.725.500. https://t.co/fl6cw1pdFP https://t.co/ptRCgjI43p,9,positive
Memasuki minggu kedua proses pemulihan saudara-saudara kita di Sulawesi Tengah yang terdampak gempa dan tsunami Minergi mau berbagi rekomendasi rekonstruksi pascagempa dan likuifaksi di Palu dari @kabargeologi #ESDMBersamaSulawesi #PrayForPalu #PrayForDonggala,3,positive
#KawanLaut Ditjen Perhubungan Laut Kementerian Perhubungan mengarahkan kapal-kapal pembawa bantuan kemanusiaan korban gempa bumi dan tsunami di wilayah Palu Sigi dan Donggala Sulawesi Tengah masuk melalui Pelabuhan Donggala. #GempaPalu #GempaDonggala #DJPLPeduli https://t.co/OTjhLG2UXs,3,positive
Tujuh gardu induk milik PT PLN @Listrik_Kita (Persero) yang semula rusak terhantam gempa dan tsunami di Palu Sulawesi Tengah dalam hitungan hari bisa diperbaiki dan kini telah beroperasi. Begitu juga dengan ribuan gardu distribusi lainnya. https://t.co/UqtIGtTPoO,8,positive
Sobat Energi! Kondisi kelistrikan di wilayah palu Donggala dan Sigi kembali normal setelah PT PLN berhasil memperbaiki 7 gardu induk dan 45 penyulang yang sempat mengalami kerusakan akibat gempa dan tsunami. #ESDMBersamaSulawesi #PrayForDonggala #PrayForPalu #PrayForIndonesia https://t.co/j41cd0Jutb,1,positive
4) Hingga saat ini kami masih membuka penitipan donasi untuk korban gempa dan tsunami Palu. Ayo bantu pemulihan Palu pasca gempa dan tsunami juga melalui: https://t.co/v1f7streJX https://t.co/YvYlTRNDrq https://t.co/p9gpyF227B,3,positive
temen-temen yang mau donasi buat sulteng masih bisa yaa yuk bantu korban gempa palu dan donggala untuk bangkit https://t.co/TJXi1nHMOK,1,positive
Ngeri... . VIDEO Kisah nyata kesaksian salah satu warga kelurahan Petobo yang menyaksikan langsung detik-detik hilangnya pemukiman mereka akibat tertimbun sesaat setelah gempa dan tsunami Palu terjadi... . gempa palu... https://t.co/sjssPtVIf3,5,positive
Generasi masa depan bangsa Pejuang kemanusiaan Aksi peduli gempa &amp; tsunami Palu &amp; Donggala Desa Lantang Karang Taruna Jenetallasa Desa Lantang Kartar Je'netallasa Lantang https://t.co/KmtSKscEXQ,7,positive
Disaat para elit politik sling menjatuhkan satu sama lain krn kepentingan utk berkuasa anak2 mahasiswa dr berbagai ltr blkg organisasi dgn ceria melakukan aksi penggalangan dana utk korban gempa-tsunami Donggala &amp; Palu. Mari membngun politik yg bekemanusiaan #PrayForDonggala,17,positive
Pasca gempa besar dan tsunami Palu Sulawesi Tengah masih dilanda gempa dengan skala yang lebih kecil. Trauma akan tsunami warga memilih keluar dari Palu untuk menenangkan diri. https://t.co/PD4LEorBEt,3,positive
Kondisi Kota Palu pasca Gempa dan tsunami (Drone): https://t.co/EuTNjd28RS melalui @YouTube,3,positive
Jemput ibu bos afusoriton pengungsi korban gempa Palu https://t.co/9IMfYOnRWu,3,positive
[Galang Dana] Здравствуйте СССР! Gempa bermagnitudo 7 4 di Donggala memicu getaran di wilayah Palu Mamuju hingga Toraja dan mengakibatkan kerusakan serta tsunami diperkirakan 2 meter di Palu Sulawesi Tengah. BMKG mencatat hingga 7 Oktober 2018 telah terjadi gempa susulan -- https://t.co/qR9BfwYoi1,7,positive
Saya menambahkan video ke playlist @YouTube https://t.co/5bYbiBqSzt Keluarga sambut kepulangan Korban Gempa Palu,3,positive
Soal Pertemuan Tahunan IMF-Bank Dunia &amp; Penanggulangan Bencana Gempa di Lombok &amp; Sulteng sama2 ditangani jadi tdk seharusnya digoreng2 apalagi IMF - Bank Dunia ke Lombok &amp; Palu unt memberikan santunan. Jg manfaat yg luar biasa dr pertemuan ini https://t.co/xZizv0ZVyt,5,positive
Keluarga sambut kepulangan Korban Gempa Palu https://t.co/ECXfr12Oop https://t.co/ZXFS6dG0xI,3,positive
01 Antaranews Nasional (Keluarga sambut kepulangan Korban Gempa Palu https://t.co/l2565ovJ4d),3,positive
Keluarga sambut kepulangan Korban Gempa Palu https://t.co/KpnvDW9fky,3,positive
Keluarga sambut kepulangan Korban Gempa Palu: https://t.co/5bYbiBqSzt melalui @YouTube,6,positive
Siti Fatimah (39) tengah dirundung duka. Anaknya Nining (20) menjadi korban gempa dan tsunami di Kota Palu Sulteng. Begini detik-detik kejadiannya: https://t.co/juMpLouS4M,2,positive
Gempa di palu..: https://t.co/1Tly8NfNom melalui @YouTube,3,positive
Mau jual lukisan spt di Foto terdiri dr 5 bagian dg Ukuran Total : 160 x 80 cm. Lukisan ini menggunakan Media Kanvas dan Cat Lukis Acrlic harga Rp 400.000 (+ongkir) 100% utk korban gempa Palu. mohon RT @na_dirs @kurawa @Stakof @AREMA1986Merch @KHMLuqman @LordRio82 @picoez https://t.co/ABdLH6sB8j,2,positive
Palu diguncang gempa lagi: https://t.co/QTR5TBpnOo melalui @YouTube,7,positive
LAPORAN TRANSAKSI LANGIT MEU UNTUK SULTENG Komunitas belajar bisnis Muslim Enterpreneur University (MEU) telah menyalurkan donasi untuk korban gempa di Palu dan Donggala sebesar Rp 6.000.000 melaui rekening Aksi... https://t.co/VdMtMfIvV3,6,positive
Aksi TNI menuai pujian di tengah korban gempa Palu. https://t.co/SbROEdhesG,2,positive
@JennyJusuf Tetap berdoa semoga tdk ada gempa susulan... Doa dr kami di Palu ,6,positive
Saya suka video @YouTube https://t.co/8YXLzIwtyL Klarifikasi Kominfo Soal Hoax Aksi FPI di Gempa Palu,2,positive
@AndiArief__ Pak Jokowi saya saksikan langsung di Palu mengatur korban gempa dan mengambil kebijakan yg super cepat Saya warga Palu mengatakan pada waktu itu Pemda Provinsi dan Pemda Kota Palu belum bergerak sama sekali Jokowi yg mengendalikan 1. Alat berat untuk evakuasi 2. Listrik yg padam,4,positive
Hati Hati..Gempa Skala besar diatas 6.00 setelah lombok palu semalam di laut Bali mendekati Zawa Semoga Allah Melindungi Kita,2,positive
@Fahrihamzah Waktu gempa Palu katanya akibat ulama di tahan klu gempa Situbondo ini nanti ada yg ngomong akibat Amin Rais di panggil Polda. Bener gak Fuckri,3,positive
Nusa tenggara barat blm kelar disusul palu dilanjut siitubondo.... Semoga yg terkena gempa diberi kekuatan ketabahan &amp; ditangguhkan. Turut berdukacita Gempa magnitudo 6 4 skala Richter . Kedalaman 10 km Situbondo.,10,positive
Ya allah belum selesai gempa lombok ada gempa di palu yg dibarengi tsunami. Tadi malam gempa lagi di situbondo..semoga bangsa ini tetap baik2 saja ,12,positive
Kodim 0310/SS doa bersama untuk korban gempa dan tsunami Palu https://t.co/poOlga37n9,3,positive
Lah? Kemaren2 gempa Lombok terus gempa Palu terus gempa Sumba sekarang gempa Situbondo... akhir2 ini gempa sering terjadi tanda kiamat sudah dekat sih?,19,positive
Info Menarik Terbaru Tentang (Gempa PALU Saat shalat berjamaah Di Mesjid Subhanallah KAKEK TUA INI Tetap ...) - https://t.co/CQ7qlcoSpl https://t.co/AbbnasCbh8,4,positive
BNPB: masyarakat terdampak gempa di Palu dan Donggala setuju direlokasi https://t.co/Wssw1tnR9G,5,positive
Me gustó un video de @YouTube https://t.co/vyhE2yGFz3 gempa di palu || abah uci,7,positive
Gempa e ndek sibon tapi ndek omah lgsg auto tangi refleks semingguan digoyang ndek palu️,3,positive
Check out a great #article SMAN 1 Teluk Kuantan Salurkan Bantuan Rp.19.5 Juta Untuk Korban Gempa Palu https://t.co/Fz9oxICnvf,3,positive
Check out a great #article Pemkab Kuansing Gelar Istigosah dan Zikir Bersama Doakan Korban Gempa Palu dan Tsunami Palu https://t.co/mHyP486Drf,3,positive
*Ternyata Likuifaksi Sudah Disebut di dalam al Quran* . Likuifaksi atau berubahnya tanah menjadi seperti cair sehingga menenggelamkan benda-benda di atasnya menjadi hal paling menarik di gempa Palu dan... https://t.co/JNq6UQJ2gv,5,positive
Gempa premium ga termasuk pak ustd? RT @haikal_hassan: gempa lombok. gempa palu. gempa plastik. gempa buku. gempa jatim. Duh negeri ku... Pinginnya cepat cepat tahun depaaaaaannn,19,positive
Negara punya alat deteksi gempa tercanggih hasilnya palu aman eits tunggu dulu masih ada alat diatas tercanggih nya anda bahwa palu gak aman n terbukti terjadi,12,positive
*Ternyata Likuifaksi Sudah Disebut di dalam al Quran* . Likuifaksi atau berubahnya tanah menjadi seperti cair sehingga menenggelamkan benda-benda di atasnya menjadi hal paling menarik di gempa Palu dan... https://t.co/bjWOBnAJ43,5,positive
Kodim 0310/SS doa bersama untuk korban gempa dan tsunami Palu https://t.co/ywZcCODsjZ,3,positive
astaghfirullahaladzim...makin sering bgt keknya gempa bumi di Indonesia. Kemarin di Palu belum kelar di Lombok skrg di Situbondo. Semoga peringatan dr Tuhan ini menyadarkan kita semua spya lebih ingat Tuhan dan semoga yg terdampak bencana diberikan kekuatan. Aamiin,2,positive
padahal lagi tidur terus kerasa gempa 1x mau tidur lagi udah takut. gimana saudara2 di Lombok Palu dan sekitarnya ya? :(,2,positive
Saat gempa gangerti langsung mikir kyk Palu dan Donggala. Ojokk sampek YaAllaahh,3,positive
@pradnyathamitha Yah aku juga langsung keluar triak manggil ibuk... biasanya klo gemoa malam2 gini aku tetep.diem di kamar yakin gempanya bakal ilang... tapi semenjak gempa. lombok palu.ini jadi takut,1,positive
@infoBMKG Gempa yg terjadi Ini apa juga termasuk dalam lempengan yg sama dari gempa palu ya? Bmkg explain please,1,positive
Pikiran udah enggak enggak. Kebayang gempa di palu ,4,positive
Uda gaberani stay cool ditempat tidur lagi kalo ada gempa auto ngebayangin yg di palu,4,positive
Dulu gue biasa aja sm gempa soalnya jember sering gempa tp skrg semenjak lombok sm palu gue jd takut:(,9,positive
Barusan kerasa gempa kenceng bgt gak ada semenit kayaknya. Lumayan bikin merinding saking kencengnya. Semoga di luar sana aman2 aja ya sedih liat sodara2 di Palu kemaren ,1,positive
Gempa beberapa detik aja bikin auto lemes. Gak kebayang perasaan mereka yg ada di lombok dan palu kemarin :',2,positive
Gemeteran pake bgt pas ada gempa gak kebayang gmn d palu paniknya kyk apa ,5,positive
Jubir Prabowo sindir biaya pertemuan IMF dengan kondisi gempa Lombok dan Palu https://t.co/4ZkTb3oW9d https://t.co/bxQtRrGgra,4,positive
WALIKOTA FASHA BANTU KEPULANGAN KORBAN WARGA JAMBI GEMPA DAN TSUNAMI DI PALU DONGGALA: https://t.co/lyQPjd4i2h melalui @YouTube,3,positive
@BKNgoid tolong dong min bagaimana solusi untuk kami yang tidak memiliki legalisir ijasah dan transkip nilai dikarenakan daerah kami terkena bencana tsunami gempa dan pergeseran tanah (kota Palu),3,positive
Jubir Prabowo sindir biaya pertemuan IMF dengan kondisi gempa Lombok dan Palu https://t.co/jDcdBibQVE,4,positive
@Gerindra Kasus Mak Paet lbh penting min karna berpotensi memecah belah bangsa. Hrs segera diusut tuntas....!!! Korban gempa Lombok dan Palu pasti beres tenang aja sdg ditangani Jokowi kok.,2,positive
Jubir Prabowo sindir biaya pertemuan IMF dengan kondisi gempa Lombok dan Palu https://t.co/AhZ9QhKKVn,4,positive
Sumbar salurkan bantuan bencana gempa Palu Rp1 miliar ke gubernur langsung https://t.co/mpEkpE3W1t https://t.co/mzO61O6er6,2,positive
Sumbar salurkan bantuan bencana gempa Palu Rp1 miliar ke gubernur langsung https://t.co/RS2V0VEkGa https://t.co/8bMMeZfIBl,2,positive
Sumbar salurkan bantuan bencana gempa Palu Rp1 miliar ke gubernur langsung https://t.co/VxU9gqYtYy https://t.co/3JylOH8Ltu,2,positive
Sumbar salurkan bantuan bencana gempa Palu Rp1 miliar ke gubernur langsung https://t.co/OYUWGE3zmo https://t.co/vl6pcRepdq,2,positive
Penerbangan Palu sudah normal lima maskapai ini kembali layani rute Palu https://t.co/QObkrfmhjO #Gempa-tsunamiSulteng,3,positive
Penerbangan Palu sudah normal lima maskapai ini kembali layani rute Palu https://t.co/VqsjIJfmuU #Gempa-tsunamiSulteng,3,positive
10/10/2018 #OneHealthKIPM Aktivitas Posko KKP peduli gempa dan tsunami palu-donggala @HumasBKIPM @rinajanwar2201 @darwis_skipmlb @l3o_Ramagusta @medya1978 https://t.co/GvcbYKBxBk,7,positive
10/10/2018 #OneHealthKIPM Briefing tim Posko KKP peduli gempa dan tsunami Palu-Donggala sebelum penyaluran bantuan @HumasBKIPM @rinajanwar2201 @darwis_skipmlb @l3o_Ramagusta @medya1978 https://t.co/wS6wsrqtx8,3,positive
Saya suka video @YouTube https://t.co/365g0FaveJ TELPON NURANI ISTRI..... TERNYATA KORBAN PALU GEMPA TSUNAMI :(,2,positive
Saya suka video @YouTube https://t.co/dgRm1gSr4G Setelah gempa dan tsunami kota palu,5,positive
Lupa ganti tgl..? Drama RS tdnya mgkn mau tgl 1..tapi gempa palu baru tjd.. Mgkn lwooh yaaa..,8,positive
@rasndeso @arbainrambey Nah itu. Makanya kyk foto satelit gempa Palu bisa detail gitu apakah pas gak ada awan waktu itu ya? Apakah mungkin benar ada teknologi gabungan infrared yg diblg om @arbainrambey td?,1,positive
Doa bersama TNI Polri dengan Aparat Pemerintah dan Komponen Masyarakat untuk korban gempa Palu Sigi dan Donggala https://t.co/QUv4Y5F0lE,3,positive
@liputan6dotcom detik detik terjadinya gempa dipalu terjadi kepanikan didepan mall tatura palu sulawesi tengah #liputan6dotcom https://t.co/P9i7wGtCue,8,positive
RT muhammadiyah RT LAZISMU: Setelah terpisah selama 5 hari sejak terjadinya gempa dan tsunami Widdy akhirnya bertemu dengan keluarganya di Poskor Utama MDMCIndonesia Universitas Palu berkat pendataan oleh relawan muhammadiyah untuk mempertemukan ke https://t.co/w0ZuRXnxF6 ,8,positive
Saya suka video @YouTube https://t.co/BgE1UFF0l6 TELPON NURANI ISTRI..... TERNYATA KORBAN PALU GEMPA TSUNAMI :(,2,positive
Malam ini admin mau update info rencana galang dana KamiPeduli utk korban gempa &amp; tsunami Palu &amp; sekitarnya nih.. sekaligus total donasi yg sudah terkumpul yuk cekidot :D,8,positive
Timses Petahana di Mata Najwa malam ini malah ngeributin kasus Ratna Sarumpaet dan sisi pribadi pak Prabowo. Apa iya sih bisa bikin negeri Ini makmur Gemah Ripah Loh Jinawi? Bahas sekalian anggaran buat IMF BBM naik sejam kemudian turun ama penanganan gempa Palu dong. https://t.co/EANmxjNndH,8,positive
Saya suka video @YouTube https://t.co/mzwluq8lDj PASCA BENCANA GEMPA DAN TSUNAMI PALU KODIM 0425 SELUMA GELAR ISTIGHOSAH DAN DOA,2,positive
Belum usai Trauma Gempa Lombok kini Indonesia kembali diguncang gempa bumi besar dengan kekuatan 7 4 SR yang meluluh-lantakan Wilayah Donggala Palu Sigi Sulawesi Tengah. Allah kembali mengetuk nurani kita dengan gempa dan tsunami di Sulawesi Tengah,15,positive
Sebagai bentuk apresiasi PP Ansor berangkatkan umroh keluarga banser relawan gempa Palu-Donggala Sulteng. #KirabSatuNegeri #KitaIniSama @Official_Ansor @Banser_CyberNU @nu_online @GPAnsor_Satu @Adung65A @AlfaIsnaeni @noeruzzaman https://t.co/HAdx2qHPHb,9,positive
@fahiraidris @DPDRI @BangJapar_FI @muhammadhamim @eliya_mkom @musamarasabessy @ekajaya2019 @anandapuja @B_JAPAR_FI_JKB @sandiuno @prabowo Seminggu yg lalu saat saya bertanya di pos bantuan gempa palu yg urgent itu kantong jenazah dan kain kapan !,1,positive
PASCA BENCANA GEMPA DAN TSUNAMI PALU KODIM 0425 SELUMA GELAR ISTIGHOSAH DAN DOA BERSAMA: https://t.co/mzwluq8lDj melalui @YouTube,3,positive
Parah banget ya logical fallacy mu @LawanPoLitikJW. Gempa Palu diseret-seret ke pembahasan Hoax. Kasus RS anda ngomong kemanusiaan. Gempa Palu dimana kemanusiaan anda? Manusia munafik! #MataNajwa,5,positive
@zuhairimisrawi @budimandjatmiko @Fahrihamzah Sst. Maaf mau nanya uang untuk korban gempa palu udah ditrasnfer belum?,3,positive
Korban gempa Palu senang dan gembira dihibur oleh Perindo semangat dan trauma healing diberikan kepada anak-anak agar mereka melupakan ingatan buruk dari gempa dan tsunami Palu. https://t.co/ngberKFUnb | Ketum Partai Perindo @Hary_Tanoe #PerindoisMe #PartaiPerindoMenang,5,positive
Korban gempa Palu senang dan gembira dihibur oleh Perindo semangat dan trauma healing diberikan kepada anak-anak agar mereka melupakan ingatan buruk dari gempa dan tsunami Palu. https://t.co/TF6ziRlQQq | Ketum Partai Perindo @Hary_Tanoe #PerindoisMe #PartaiPerindoMenang,5,positive
haaaiiii... demi support untuk sumbangan gempa tsunami palu... mimin tambahkannnnnnn dengan promo free ongkir hasil penjualan sale sampai tgl 11 nanti semua didedikasikan untuk https://t.co/Pgd4b3WpJQ,10,positive
Satu orang aja sibuk di kawal ...sampai ribuan...padahal alangkah baik nya.bikin penggalangan dana buat korban gempa di palu...dan donggala..tu pasti lebih KEREN,14,positive
Giat kami setiap hari dalam aksi peduli gempa dan tsunamiPalu Donggaala dan sekitarnya. Tetap semangat bahagiakan ummat. #RelawanNusantara #RumahZakat #Peduli #Gempa #Tsunami #SulawesiTengah #Palu #Donggala.,15,positive
Yayasan @fcbarcelona_id bersama UNICEF akan memberikan donasi bagi anak-anak korban gempa &amp; tsunami yang terjadi di Palu &amp; Donggala. Bagi para cules yg ingin turut membantu silakan langsung di https://t.co/wU8z4wGFev #PrayForPalu #PrayForDonggala,2,positive
Simak wawancara RMIT Newsline kepada Wakil Ketua MDMC PP Muhammadiyah Ibu Rahmawati Husein mengenai bantuan kemanusiaan Muhammadiyah pada Gempa &amp; Tsunami Palu dan Donggala Sulawesi Tengah. Wawancara dapat mulai disimak sekitar menit ke 18.00. https://t.co/e6JHMwSraG,1,positive
@Gerindra Yup keponakanku keseleo pass gempa bumi di palu gak tahu sudah sembuh belum keseleonya,6,positive
Beberapa hal2 yg perlu disyukuri dari pengalaman sendiri tentang gempa &amp; tsunami di palu kmrn,1,positive
JAKARTA https://t.co/u4L0PdZcTJ - Layanan Indosat Ooredoo di wilayah gempa bumi di Palu dan Donggala dapat dimanfaatkan kembali oleh masyarakat dan pelanggan ... https://t.co/1YcVmi9pOq,8,positive
Kamu tahu satuan jarak dalam rindu adalah . . . Km . . . Iya Km...yang lagi di palu hati-hati &amp; sehat selalu #gempa #palu #donggala https://t.co/t5utDuP0pf,1,positive
[UPDATE LAPORAN BENCANA] Gempa Bumi dan Tsunami di Palu Sulawesi Tengah @TBMIschiadicus FK UHO Rabu 10 Oktober 2018 Tim Ischiadicus melakukan koordinasi di Posko Induk Dinas Kesehatan Provinsi dan melanjutkan reaktivasi Puskesmas Mamboro di Palu Utara. https://t.co/1N3NKJxDtc,1,positive
Yg Anti dgn FPI yg Benci dgn FPI yg Fhobia dgn FPI Silahkan baca tulisan dr keluarga non-muslim korban gempa ini. Semoga kalian sadar ! Viral! Pengakuan Akun Non Muslim Atas Aksi Kemanusiaan FPI Di Palu Oleh; Martinus Rivano Palu. https://t.co/j36EdqHS4T,4,positive
Homebase milanisti palu sebelum &amp; setelah gempa bumi &amp; tsunami. #palukuat @SerieA_Lawas @Info_SerieA @MafiaWasit https://t.co/8EVlUINlza,4,positive
Aksi Mahasiswa PPDN Peduli Gempa Bumi Palu &amp; Donggala. Alhamdulillah terkumpul dana sebesar 49.828.400 - Jazakumullah khairan katsiran kepada seluruh donatur yg telah berpartisipasi dalam kepedulian sosial... https://t.co/FDkMG4GY7V,15,positive
untuk memahami fenomena dan kesan gempa bumi serta tsunami di palu - atau mana2 tempat la - kita memerlukan lebih daripada ceramah ustad dusuki.,7,positive
Bantu pemulihan OJK tetapkan kebijakan khusus nasabah korban gempa Palu https://t.co/X6nuJtfAaP #OJK,7,positive
Bantu pemulihan OJK tetapkan kebijakan khusus nasabah korban gempa Palu https://t.co/Tp7gn20DmS #OJK,7,positive
https://t.co/2wW8dOnNJn SMAN 87 lainnya dikumpulkan guru N di suatu tempat dan kepada mereka ditunjukkan video gempa di Palu ... https://t.co/s8fv2ewRKM,4,positive
Thanks to the @civildefensePH for flying relief items from #Philippines to Balikpapan. The goods arrived today and will be given to earthquake and tsunami survivors in Palu. This is another show of solidarity by #ASEAN with Indonesia. #1asean1response #gempapalu #sultengbangkit https://t.co/njOIHc9Why,2,positive
@rdi971 #NgunduhMantun Gempa di palu menhiris jiwa Menangis aku meluhat kamu Keputusan mu melukai jiwa Padahal kau tahu cintaku padamu,5,positive
@VIVAcoid Padahl janji jokowi dalam waktu sepekan dampak gempa dan tsunami di palu akan kembali normal. Makin mudeng kan,4,positive
@dadoongies @askmenfess Btw coba liat2 video keadaan gempa lombok tsunami palu dsb Bayangin kamu ada di posisi mereka nder yang mana boro2 mikir henpon laptop beli baju tiap minggu bisa makan 3x sehari aja mereka udh bersyukur bgt huhu,7,positive
Semoga Palu Sigi dan Donggala pulih kembali secepatnya pasca gempa dan tsunami.,7,positive
@korantempo Sebaiknya sebagian dana tsb digunakan utk menambah bantuan/mempercepat rekontruksi paska gempa di Palu dll,11,positive
@vivi_banseng Insya allah seiring waktu mbak akn pulih. Saya pernah mngalami gempa 8.3 di Pdg thn 2009. Pdhal ga ada tsunami sprti di Palu. Tapi traumanya luar biasa. Kdg suka terbangun sendiri gemetran merasa ad gempa. Dan sama stiap ad truk didekat rumah atau bunyi keras srg kaget sndiri,17,positive
Setelah gempa bumi dahsyat dan tsunami di pulau Sulawesi tim UNDP Indonesia bersama dengan Badan Nasional Penanggulangan Bencana (BNPB) berada di Palu dan sekitarnya untuk mempelajari kebutuhan dan meletakkan dasar untuk pemulihan awal. #PrayForDonggala https://t.co/mmOmClcyhr,12,positive
Berikan sumbangan terbaikmu untuk membantu saudara kita korban gempa Palu Donggala Sulawesi Tengah bersama NET Kawan Baik Rumah Zakat dan Dompet Dhuafa melalui Rekening Good People Peduli Sulawesi Tengah di (VA) dengan nomor rekening 777 142 11111 22222. #AyoHijrah https://t.co/ggIijyN6Bm,6,positive
@TopeRendusara Harus langsung di sahkan ni undang2 biar presiden ga ada yg menghina kita siarkan saja apa adanya contoh dana pertemuan imf di bali buayai masing2 ga pakai uang negara 850m bantuan korban gempa lombok 50jt/ kk sdh realisasi 1pekan pemulihan palu beres. SUKSES PAKDE.,3,positive
01 Antaranews Nasional (Bank Dunia selesaikan taksiran kerugian gempa Palu https://t.co/SR7Y5zc07d),4,positive
Bank Dunia selesaikan taksiran kerugian gempa Palu https://t.co/F07qpO7IYb,4,positive
Sekretaris Badan Geologi Kementerian ESDM Antonius Purbo mengatakan pihaknya sedang meneliti daerah Ngatabaru Duyu Sigi dan Talise untuk pembangunan hunian tetap relokasi korban gempa Palu dan sekitarnya. #LiputanSonora by @satriyoawe1 https://t.co/DGBAXFO5rM,6,positive
Thanks to @civildefensePH for flying relief items from the #Philippines to Balikpapan. The goods arrived today and will be given to earthquake and tsunami survivors in Palu. This is another show of solidarity by #ASEAN with Indonesia. #1asean1response #GempaPalu #SultengBangkit https://t.co/kV7NctGmtu,2,positive
Bank Dunia selesaikan taksiran kerugian gempa Palu https://t.co/SQlfRzgqFa,4,positive
Mari bersatu hati untuk menolong saudara kita yang menjadi korban gempa serta tsunami di Palu - Donggala. Informasi selengkapnya bisa klik link ini : https://t.co/nqA2Jtw8Fx https://t.co/XTBkjUPLB2,1,positive
Breaking News Jumlah Korban GEMPA TSUNAMI dan LITUIFASI di PALU SIGI dan DONGGALA bertambah menjadi 2.045 Korban Jiwa Semoga amal ibadah kebaikannya diterima disisi Allah SWT dan yg ditinggalkan diberi ketabahan dan kesabaran aamiin,12,positive
BNPB sebut gempa susulan 5 2 SR di Palu tak timbulkan kerusakan | https://t.co/aMBo9uPShs https://t.co/BXM8uJzRQ6,4,positive
Pengusiran Relawan gempa palu Dari Halaman Kantor Bappeda: https://t.co/jBGT95s987 via @YouTube,4,positive
Warga desa se Kabupaten Bojonegoro melakukan aksi peduli dengan mengumpulkan dan menyalurkan bantuan kemanusian untuk korban bencana gempa bumi &amp; sunami di Palu &amp; Donggala. https://t.co/A02WqRkoZu,3,positive
Lotte Chemical Titan Beri Bantuan Korban Gempa Palu melalui MNC Peduli https://t.co/CfnNyc1Dg4,3,positive
Warga desa se Kabupaten Bojonegoro melakukan aksi peduli dengan mengumpulkan dan menyalurkan bantuan kemanusian untuk korban bencana gempa bumi &amp; sunami di Palu &amp; Donggala. https://t.co/faVytIIfRt,3,positive
Salurkan dana bantuan Anda untuk saudara kita korban gempa dan tsunami di Donggala - Palu Sulawesi Tengah melalui Satu Untuk Negeri tvOne. Rekening Satu Untuk Negeri tvOne bisa Anda lihat di gambar berikut ini. #SatuUntukNegeritvOne #prayforsulawesi https://t.co/bF2THMSzaV,1,positive
Di hari ke-8 Tim bekerja di bencana gempa dan tsunami Palu. Tim Animals Warrior menemukan kasus rumah ditinggal penghuninya di pantai Talise dengan burung beo di dalam sangkar tanpa minum https://t.co/nmUSIK0Rfv,1,positive
@tvOneNews Jika Tugu Peringatan Gempa Palu dibangun ya Tuhan mhn jangan sampai terjadi gempa Arit kami takut di demo PA 212 ya Tuhan.,4,positive
Lokasi Gempa Likuifaksi di Kota Palu Akan Jadi RTH: https://t.co/0kP35EyAm4 Kepala Pusat Data Informasi dan Humas BNPB Sutopo Purwo Nugroho mengatakan tiga kelurahan di Kota Palu Sulawesi Tengah yaitu Petobo Balaroa dan Jono Oge akan ditutup dan https://t.co/7MrOjHYz7k,3,positive
Kodim 0817 Gresik gelar doa bersama untuk korban gempa dan tsunami di Palu. https://t.co/yP9EyZhhsV,5,positive
