full_text,label,compound,polarity
TNI Temukan Brankas Berisi Uang Rp1 Miliar Saat Evakuasi Korban Gempa Palu https://t.co/gxcIawPqYx lewat @sayangicom,,-3,negative
CLM Kirim Bantuan untuk Korban Gempa Palu dan Donggala https://t.co/p2PEV0uraZ,,0,neutral
Kenapa ndak dibatalkan saja acarannya dan lebih baik buat korban dan penanganan gempa lombok dan palu,,-1,negative
@dulatips Bisa tho mas dia belajar banyak? Lha ketokke masih sama aja ya...suka nggampangke. Banjir macet jakarta gampang progammer 2 mgg kelar september meroket tiap rumah 50jt di lombok gempa palu satu minggu normal.,,17,positive
Kisah Korban Gempa Palu Rela Gali Reruntuhan Demi Temukan Jersey Manchester City Kesayangannya https://t.co/Iw0rRPkVys,,0,neutral
Pencarian Korban Gempa-Tsunami Palu Dihentikan 14 Oktober 2018 https://t.co/mmWUUMMfqk,,0,neutral
Malam ini 41 Orang Korban Gempa Palu Akan Tiba Di #Sumenep: Sumenep sigap88- Sebanyak 41 https://t.co/K4MdaT6y45,,0,neutral
@eko_kuntadhi Bung ga Ada kerjaan lain ya?! Urusin ratna aja! Ngarep bisa serang pak prabowo pake gituan? Jangan bikin kita tambah sedih lihat kalian yg udah sangat memprihatinkan. Mending ingetin PEMERINTAH buat fokus Bantu korban gempa Palu n Lombok! Please deh bung eh bong.,,-5,negative
Karena di setiap bencana ada hikmah dan keberkahan yang bisa dirasakan #Doripos #Dorisians #Dori_Quotes #GempaPalu #SavePalu #Earthquake #Tsunami https://t.co/RUj5r2cVIt,,-7,negative
@titorachman1 @ChatibBasri Biaya untuk pertemuan IMF-WB itu sudah di hitung jauh sebelum bencana gempa lombok dan palu..penanganan bencana yg amburadul itu versi oposan kekurangan pasti ada tp sudah ditangani semaksimal mungkin hargai kerja keras institusi yg sedang bekerja..rupiah terpuruk krn byk faktor,,-19,negative
@hundredocean ngehormatin yang gempa tsunami di palu ituuu,,-1,negative
Tidak Sekedar Menggratiskan Ke Samarinda HSL Pastikan Korban Gempa Palu Di antar Sampai Halaman Rumah Tujuan https://t.co/xyLa67chm1,,0,neutral
KH Ma'ruf Kirim Bantuan Alat Salat hingga Kebutuhan Khusus Perempuan untuk Korban Gempa Palu @MarufAminNU https://t.co/x8LtvyXFDd,,0,neutral
Jessica Iskandar dan Kekasihnya Buat Video Unik Galang Dana Untuk Gempa Palu https://t.co/2OdtFZmb1F,,0,neutral
Gempa di Palu,,0,neutral
Masya Allah.... Pilih Selesaikan Azan Agil Wafat Tertimbun Masjid Saat Gempa Palu Padahal guncangan gempa saat itu sangat kuat. Jemaah lain pun berhamburan keluar masjid untuk menyelamatkan diri. Namun Agil justru... https://t.co/dGKc1SsVor https://t.co/dGKc1SsVor,,-14,negative
wih.. ngeri juga ya... perubahan tanah setelah kena beberapa kali gempa sampe segitunya.. Soil Liquefaction in Palu Indonesia https://t.co/ZniHigQtsu via @9GAG,,1,positive
Hai. Siapa tau ada yang ingin mengetahui perkembangan info gempa dan tsunami Palu Donggala donasi daftar jadi relawan nyari orang hilang liat peta bencana dan kebutuhan logistik atau sekadar ngabisin quota sila main ke https://t.co/5XIFPD34uq https://t.co/Mqj3rkVd5z,,-21,negative
Saya suka video @YouTube https://t.co/ubDIA4gOQq Jokowi Minta Penyebar Hoaks Terkait Gempa Palu Ditindak Tegas,,2,positive
Peduli Gempa Disertai Tsunami di Palu dan Donggala Polres Rohul Laksanakan Shalat Ghaib Bersama https://t.co/QJ4L9sby0w https://t.co/i64rnyECWx,,0,neutral
Memulihkan kesehatan pengungsi gempa &amp; tsunami Palu https://t.co/2D9TS5MBaO,,4,positive
Kisah Perantau Asal Lamongan di Palu Saksi Mata Gempa dan Tsunami Sulteng https://t.co/ndfFqKePqU,,0,neutral
Komunitas B.Compas dan FRP Palas Galang Dana untuk Korban Gempa dan Tsunami Palu https://t.co/Grucazol9X ..,,0,neutral
Proses penyelamatan motor v-xion dari reruntuhan rumah dari gempa Palu (Prumnas Balaroa). @YamahaIndonesia @YVCIndonesia @YamahaRacing_Id https://t.co/Wc9AOWVjBc,,1,positive
Peduli Kemanusian DPP PPP Salurkan Bantuan Untuk Korban Gempa Dan Tsunami Di Palu Dan Donggala https://t.co/mj7Ptufo6E,,0,neutral
#SunsetDrive Kepulangan jenazah Ardy atlet paralayang asal Kota Batu yg meninggal karena gempa dan tsunami di Palu diwarnai isak tangis dari keluarga yang tak mampu membendung rasa sedih lantaran Ardy bisa dimakamkan di kampung halaman https://t.co/j7ZqIFqmfq https://t.co/KIyFsm6Of3,,-40,negative
@republikaonline Salut sama bpk yg satu ini. . Di timpa isu PKI. Utang negara. Stuntman asian games. Sampe penangan lambat gempa palu dan lombok. Ampe terakhir RS HOAX. Kok nyantai aja ya. Malah kerja. Kerja. Kerja. Terbuat dr apa hati dan telinga nya. ? Gak lsg emosi... Hadeh2 hebat..,,4,positive
Suasana operasional darurat Bank Sulteng Kantor Pusat &amp; Cab.Utama Palu pasca bencana gempa &amp; tsunami yg tlah dimulai dr hari Selasa 02/10/18. Hal ini dilakukan utk mmbntu msyrkat Kota Palu Kab. Donggala &amp; Sigi dlm mlkukan transaksi keuangan utk dpt mmenuhi kbtuhan pasca bencana https://t.co/4mPcJHqWsl,,-4,negative
@AQaelani @ronironneironi @Fahrihamzah Saya trmasuk korban gempa donggala palu. Saya merasa dibohongi krna mnurut jokowi hanya 1 mnggu bisa memulihkan keadaan di donggala palu. Sampe skrag mash jauh dr kata pulih. Apakah sya pelaku kejahatan?,,-10,negative
Mohon info Nomor Rekening yg digunakan untuk penyaluran bantuan korban gempa Palu melalui relawan FPI. Suwun ,,0,neutral
Peduli Gempa Disertai Tsunami di Palu dan Donggala Polres Rohul Laksanakan Shalat Ghaib Bersama https://t.co/rWkdReUfy4,,0,neutral
RSUD Lasinrang Pinrang Tolak BPJS Korban Gempa Palu Korban Bayar 1 7 Juta https://t.co/z7d9RGkMkY,,0,neutral
Personel TNI Bantu Turunkan Bantuan Logistik Untuk Korban Gempa di Palu....🇲🇨 #TniPeduli #SigiPaluDonggalaBangkit https://t.co/YenDarZsTI,,0,neutral
Tim Kemanusiaan Prancis Cari Korban Gempa di Petobo Palu Selatan https://t.co/x2vt2KfRAp lewat @sayangicom,,-3,negative
Korban Meninggal Gempa dan Tsunami Palu Jadi 1.763 Orang https://t.co/4o10TruJTp,,0,neutral
GERINDRA pasca PALU GEMPA... ,,0,neutral
Festival Pesona Lokal untuk Korban Gempa dan Tsunami Palu https://t.co/v1rLIdqjHQ https://t.co/MFZxHldxb0,,0,neutral
7. Logistik tsb diserahkan langsung oleh Menperin kpd Kepala Dinas (Kadis) Provinsi Sulteng (mewakili Kota Palu) Kadis Kab. Sigi dan Kadis Kab. Donggala utk didistribusikan langsung kpd para pengungsi dan warga yg menjadi korban gempa berkekuatan 7 4 skala Richter &amp; Tsunami https://t.co/y1AqXJLoRz,,13,positive
@G_paseksuardika @imanbr setuju saya sendiri adalah saat ini sebagai korban gempa di Palu Alhamdulillahj kedatngan Pak Jokowi 2x ke Palu sdh menentramkan kami sementara itu anggota2 DPR cuman bisa ngoceh tanpa berbuat apapun,,-14,negative
FOTO: Bantuan Korban Gempa dan Tsunami Palu di Dinsos https://t.co/LvUqVWnadc,,0,neutral
Fakta menarik...bahwa gempa dan tsunami di lombok dan palu adalah majority pendukung GERINDRA...bolehkah sya katakan ini adalah peringatan dari Allah bahwa pencela dan pemfitnah pemerintah mendapatkan azab secara cash..untuk orang2 gerindra,,0,neutral
Danrem 132/Tadulako Imbau Warga Kembali ke Palu: Palu https://t.co/0kP35EQbdC Warga Palu yang meninggalkan kota diimbau untuk segera kembali lagi setelah bencana gempa dan tsunami 10 hari lalu. Saya mengimbau sangat mengimbau agar warga Palu yang https://t.co/yR422t1opk,,-24,negative
BNPB: Pengungsi Gempa Palu Mulai Berkurang Jadi 62 Ribu Orang https://t.co/vZiHoYfB1s https://t.co/IWN6I7dKjz,,0,neutral
Update Hasil Sementara Penggalangan Dana Relawan balakar654_bjm Utk Korban Gempa Tsunami Palu Donggala Sulawesi Tengah: *Senin 1 Oktober 2018 = Rp.25.680.000 - *Selasa 2 Oktober 2018 = https://t.co/sYrrotkH5U,,0,neutral
Kepsir sama mba mba dan mas mas yg rela panas panasan di dekat lampu merah untuk mengajak pengendara berdonasi bagi korban gempa dan tsunami di palu. Salut! Semoga berkah,,10,positive
Mamah yona : tentunya sbg manusia punya rasa kemanusian buat korban gempa &amp; tsunami di donggala palu Di Lobby nanti ada kotak sumbangan bagi sahabat2 kita yg membutuhkan bs ikut menyumbang. Lalu akan di serahkan ke ACT ( Aksi Cepet Tanggap) #LRSA,,-4,negative
Yang masi penasaran dengan gempa dan tsunami palu baca ini dah *Good ability in english needed,,0,neutral
Gempa Donggala - Palu BNPB: Korban Meninggal 1.763 Orang | Klik https://t.co/kPZAj3eKL8 https://t.co/S3cQ0IucpL,,0,neutral
@Regran_ed from klubpompi - Sahabat POMPI pada tanggal 28 September 2018 kita semua ikut berduka atas musibah gempa dan tsunami yang menimpa saudara-saudara kita di Palu dan https://t.co/TwlHBp9lT5,,-31,negative
Israel telah mengirim bantuan ke Indonesia setelah gempa bumi di palu https://t.co/0AiCMesVdI,,4,positive
FOTO: Bantuan Korban Gempa dan Tsunami Palu di Dinsos https://t.co/uA5zBjiR74 https://t.co/iBUjLkG0Lt,,0,neutral
@ustadtengkuzul @fadlizon Anda sudah berbuat apa untuk korban gempa &amp; tsunami di Palu ?,,-6,negative
Bupati Juliyatmono Janjikan Pekerjaan ke Enam Korban Gempa Palu https://t.co/GGXfnlxiHp https://t.co/nuPaBtugnj,,0,neutral
Bupati Juliyatmono Janjikan Pekerjaan ke Enam Korban Gempa Palu https://t.co/wPBGVGpU8i https://t.co/dfJqf9ps3I,,0,neutral
Bupati Juliyatmono Janjikan Pekerjaan ke Enam Korban Gempa Palu https://t.co/uWmB8fbNBC https://t.co/lk4NjPXndu,,0,neutral
PKL Diponegoro Galang Bantuan untuk Korban Gempa dan Tsunami Palu - https://t.co/smLNJRXbRQ #asatusemarangsekarang https://t.co/SWrwCTn1FW,,0,neutral
Petugas penyelamat korban #gempa-tsunami di #Palu mengeluarkan kesehatan masyarakat yang baru pada hari Sabtu karena banyaknya mayat yang #membusuk yang digali di bawah kota Palu yang hancur. https://t.co/32ctAD7Urc,,-32,negative
BNPB : Jumlah Korban Jiwa Gempa Palu-Donggala 1.763 Orang https://t.co/cT2GAhlfZb,,0,neutral
SEBELUM GEMPA PALU - Kondisi ATC Tower Palu - Brangkt Bawa jenazah Plng... https://t.co/Ei3tg2XdAU lewat @YouTubeBakat lain Sang Pilot.BRAVO !@TarcisiusSudar7,,-11,negative
Bonus song : Persembahan buat Tragedi Bencana gempa bumi di donggala Palu Sulawesi Dareka no tameni #LRSA,,5,positive
Polresta #Padang Buka Posko Peduli Korban Gempa dan Tsunami Palu Sigi dan Donggala https://t.co/O0ek2iyzq9 Please retweets https://t.co/7XfUOVVfoV,,0,neutral
#OGOT seluruh nonbar @BIGREDS_IOLSC malam ini akan disalurkan pada korban gempa &amp; tsunami Palu dan sekitarnya. Yuk nonbar sama regional Bigreds di tiap-tiap daerah #AnakBigreds berada. https://t.co/P7wVHYSw5G,,-1,negative
Data Terbaru BNPB: Korban Meninggal Gempa-Tsunami Sulteng 1.763 Orang via @https://twitter.com/lampung77 https://t.co/gRUnX9P00G #Gempa #GempaSulteng #tsunamiPalu #palu #PaluBangkit #PaluDonggala #PaluEarthquake #SulawesiTengah #Sulawesi #Indonesia #bnpb,,0,neutral
Radio @classyfm bersama @act_sumbar mengadakan penggalangan dana untuk korban gempa bumi dan tsunami di Palu Donggala Sulawesi Tengah di Transmart Padang Minggu 07 Oktober 2018. #PrayForPalu #PrayForDonggala #SumbarBersamaPalu-Donggala #RadioPadang #ClassyFMPadang https://t.co/zXkJNPkI9A,,7,positive
Komunitas B.Compas dan FRP Palas Galang Dana untuk Korban Gempa dan Tsunami Palu https://t.co/fbAH40H7J8 ..,,0,neutral
@AlmawardiAmin @seekor_babi Banyak hal yang tidak bisa dijelaskan secara ilmiah bahkan para peneliti dunia tak mampu menjelaskan bagaimana bencana di palu penyebabnya demikian beragam. Ada gempa ada sunami ada liquifikasi bahkan tanah yang bergerak seperti blender memutar dan menyedot semuanya.,,-19,negative
Diduga Mirip 'Dajjal' Bangunan di Pantai Makarra ini Dianggap Jadi Penyebab Bencana Gempa dan Tsunami di Palu! - Keepo https://t.co/reBpnVlNFO,,0,neutral
@AntoniRaja Dek @AntoniRaja negara sedang berduka atas gempa dan tsunami yang terjadi di palu. Ngapain pemerintah ngotot melanjutkan acara kumpul yg menelan biaya yg tidak sedikit. Junjungan mu gagal dalam mengurus negara. Lebih baik mundur.,,-15,negative
@DaryonoBMKG Trus gmn ini? Pemerintah daerahnya? Mestinya sirine di Teluk Palu dibunyikan oleh pemerintah daerah sebagai perintah evakuasi tetapi sirine tidak berbunyi. Ternyata peralatan penerima warning WRS milik BMKG di BPBD Palu juga terganggu akibat gempa.,,-7,negative
Penggalangan Dana untuk Korban Gempa Palu oleh fans club di Kota Kisaran-Asahan #prayforpalu #sbikisaran #smeckasahan #forcabarca #forcasbi #supportersbarcaindonesia https://t.co/t7tzHWNtcM,,2,positive
PAN Bela Gerindra: Cukup JK yang Gerak Tangani Gempa Palu https://t.co/OstX8wROjg,,-5,negative
Saya suka video @YouTube https://t.co/bjczuc2DM7 Gempa Tsunami dan tanah bergerak di palu.,,2,positive
Relawan Ma'ruf Amin Serahkan Bantuan untuk Korban Gempa Palu #JokowiLagi #2019TetapJokowi #PDIPerjuangan #KandangBant3ng https://t.co/Mq8R2MRaYh,,0,neutral
I added a video to a @YouTube playlist https://t.co/ygVVQgzHYC Kondisi kota palu setelah gempa dan tsunami,,3,positive
I added a video to a @YouTube playlist https://t.co/Z1LjUa5XL7 Inilah penyebab gempa &amp; tsunami Palu donggala sulteng,,1,positive
I added a video to a @YouTube playlist https://t.co/yOAydqWumi Satu Kampung Ditelan Bumi. Bisakah Dievakuasi? : Gempa Tsunami Palu -,,0,neutral
Forum Komunikasi Sales Kota Padang Peduli Korban Gempa Palu dan Donggala https://t.co/PObGjuLkWX https://t.co/kLlDo8K3C5,,0,neutral
I added a video to a @YouTube playlist https://t.co/cuKHV2iRkq Fakta Terbaru Gempa-Tsunami Palu Donggala Sulawesi Tengah Sulteng,,0,neutral
I added a video to a @YouTube playlist https://t.co/SOAsSqKZlK Suasana di Palu Pasca Gempa dan Tsunami - Hot Kiss,,0,neutral
I added a video to a @YouTube playlist https://t.co/RPqIrbqWdh Terungkap !! Inilah fakta Penyebab Gempa dan Tsunami di Palu dan,,-3,negative
I added a video to a @YouTube playlist https://t.co/pnhKCQTOZc Alasan ilmiah hilangnya Desa Petobo ditelan gempa Palu,,4,positive
I added a video to a @YouTube playlist https://t.co/XdvZBZktSJ Detik Detik Tanah Bergerak Usai Gempa dan Tsunami Di Palu Terekam,,0,neutral
I added a video to a @YouTube playlist https://t.co/AixKHZYVhS VIDIO TERAKHIR DIUPLOAD DETIK-DETIK GEMPA DAN TSUNAMI PALU,,0,neutral
I added a video to a @YouTube playlist https://t.co/2CVbfP9EmL Pengalaman Liputan Rahman Odi Saat Gempa Mengguncang Kota Palu- IMS,,0,neutral
I added a video to a @YouTube playlist https://t.co/oq9esUmSbf Cerita Pasha 'Ungu' Selamat Dari Gempa &amp; Tsunami Palu - iSeleb 05/10,,0,neutral
I added a video to a @YouTube playlist https://t.co/GGkMXJbd6b Kerusakan Parah Akibat Gempa dan Tsunami Palu - Cumicam 05 Oktober 2018,,0,neutral
I added a video to a @YouTube playlist https://t.co/yf6ZF9ALd6 Kondisi Palu Sebelum dan Sesudah Gempa,,0,neutral
Gempa dan Tsunami Donggala-Palu 2018 (2) Tsunami Tak-Biasa Itu dan Takdir Kebumian Kota Palu https://t.co/OcZHUEV3pU https://t.co/S3u9BGpjdq,,0,neutral
I added a video to a @YouTube playlist https://t.co/lBhhmRkHNy SUBHANALLOH!!DETIK DETIK LIKUIFAKSI PALU SESAAT GEMPA TEREKAM KAMERA,,0,neutral
Aksi TNI menuai pujian di tengah korban gempa Palu https://t.co/D7H49mlYpe,,2,positive
New post: Tim Relawan Jasa Marga Peduli Tembus Daerah Bencana Gempa Palu https://t.co/N8dcXOzPbr,,0,neutral
Rusa Berkeliaran di Tengah Kota Palu Saat Gempa Susulan https://t.co/hEdDEae3mf,,0,neutral
@womanfeeds bukannya nanyain kabar malah nayaiin keadaan rumahku pas kejadian gempa di palu https://t.co/5tJk08DIC4,,4,positive
Logistik Bantuan Bencana Gempa dan Tsunami Palu dan Donggala https://t.co/NTDtcS3v4g,,0,neutral
Info dan Konfirmasi Donasi: Contact Center BAZNAS +62 21- 3904555 +6287877373555 whatsapp layananmuzaki@baznas.or.id #KuatKarenaZakat #prayforpalu #prayfordonggala #gempadonggala #gempapalu #gempa https://t.co/1OVpvykaOn,,0,neutral
repost @djplkemenhub151 TINDAK LANJUT PASCA GEMPA PALU-DONGGALA #DJPLPeduli #Kemenhub #GempaPalu #GempaDonggala #PrayForPalu #PrayForDonggala #DitjenHubla https://t.co/XkEDT8Wjwu,,0,neutral
Atlet Para Games Putri Jepang Ikut Berduka atas Bencana Gempa dan Tsunami Palu https://t.co/If1lgSzTFi lewat @tribunnews,,-7,negative
@null Warga Cianjur Korban Gempa Palu Tiba di Kampung Halaman Warga asal Cianjur Jawa https://t.co/hYycYkECI1,,0,neutral
Gempa 5 2 M Kembali Guncang Palu Dini Hari Warga Berhamburan https://t.co/RuJJ09UzNx,,0,neutral
#HarmoniPagi Sekolah SMA-SMK di Sulawesi Selatan mulai menerima pelajar asal kota Palu Sulawesi Tengah. Mereka diketahui adalah korban gempa dan tsunami.#PLS100FMakassar Via:@tribuntimur,,4,positive
09/10 Rencana giat lokasi Ops SAR Hari Ke- 12 Gempa Palu sbb: Restaurant Dunia Baru Balaroa Petobo Biromaru RS Anutapura dan Hotel Mercure #basarnas #basarnaskendari #humassar304 #tim6gempasulteng #pray4paludonggala https://t.co/X8CmhLjNGq,,0,neutral
Negara-negara Arab Bungkam Malah Israel Duluan Kirim Bantuan Gempa-Tsunami Palu! https://t.co/Vuvf7Dwlf1,,0,neutral
Berita lama Januari 2018 mestinya dan seharusnya pemimpin-pemimpin di Palu bisa introspeksi atas musibah gempa dan tsunami,,-9,negative
@BPBDJakarta Musyrik percaya ini serahkan pd allah swt ingat firman allah swt kalau kalian beriman dan bertakwa pada allah swt siscaya allah swt beri keberkahan tapi sebaliknya allah swt beri gempa yg dasyat palu ada mata dazal d teluk allah swt beri teguran.,,37,positive
Jaringan Indosat di wilayah gempa bumi dan tsunami di Palu pulih 90 persen https://t.co/L1fE4OIlcZ,,6,positive
https://t.co/kNcOzHqiUN Lagu ini saya persembahkan untuk sahabat saya di PALU c Tezar Kahar yg dimana dia menjadi korban musibah gempa dan tsunami di PALU pada saat kejadian itu saya mencoba menghubungi sahabat saya tapi pesan dan telepon... https://t.co/kNcOzHqiUN,,-24,negative
Saya menambahkan video ke playlist @YouTube https://t.co/FaTerjkkNt Penggalangan Donasi Untuk Korban Gempa/Tsunami di Palu &amp; Donggala,,0,neutral
Warga Cianjur Korban Gempa Palu Tiba di Kampung Halaman https://t.co/E3MXkopOxi https://t.co/iSOXMLpMHG,,0,neutral
Gempa 5 2 SR Guncang Palu Pagi Ini https://t.co/qNEtbcl7rz via @Tribun_Jakarta,,0,neutral
Gempa guncangkan lagi palu tadi pagi jam 05.17 Wita https://t.co/ACf0bc8hbd #paludonggala #Palu #PaluBangkit #PrayForPaluDonggala #PrayForDonggala,,-5,negative
Korban Gempa Palu &amp; Donggala Tiba di Garut https://t.co/IZVpdBaPh4 https://t.co/woG5m49vfN,,0,neutral
Kota Palu Kembali Diguncang Gempa Berkekuatan 5 2 SR https://t.co/eFIikYdYaa https://t.co/XJLV4wFtmD,,0,neutral
Gempa bumi berkekuatan 5 2 skala Richter kembali mengguncang Palu Sulawesi Tengah pada Selasa (9/10) pagi membuat warga berhamburan ke area terbuka source : https://t.co/L1mzpfpwIM,,-4,negative
https://t.co/Lxewgwo323 Gempa 5 2 SR Kembali Guncang Palu Tidak Berpotensi Tsunami #GATRABicara,,0,neutral
RT @BBCIndonesia Gempa Palu: Korban meninggal 1.948 hilang 843 'ribuan mungkin terkubur'. https://t.co/6oXqF9PjUr https://t.co/hAHkL8QXk7,,-6,negative
RT @BBCIndonesia Gempa Palu: Korban meninggal 1.948 hilang 843 'ribuan mungkin terkubur'. https://t.co/6oXqF9xIvR,,-6,negative
Palu Kembali Digoyang Gempa Bermagnitudo 5 2 https://t.co/DwL9SQX0y2,,0,neutral
Gempa Berkekuatan 5 2 Skala Richter Kembali Guncang Palu - https://t.co/xXctu5vBj2 https://t.co/bdLB0QP2BG,,0,neutral
Penjelasan Peneliti yang Tak Menyangka Gempa di Palu-Donggala Bisa Sebabkan Tsunami https://t.co/IZ8GrSIKti,,-5,negative
@ruhutsitompul Kita liat saja nanti sapa yang akan di beri kekuasaan oleh allah swt tidak ada yg mustahil bagi allah swt liat gempa yg terjadi di palu allah swt hancurkan karna kesombongan dan zolim serta membangun mata dazal di teluk palu allah swt maha kuasa,,21,positive
Gempa 5 2 Magnitudo Guncang Palu Warga Terbangun https://t.co/4raNsDhMVp,,0,neutral
Saya suka video @YouTube https://t.co/2Jexu4FAG8 DETIK2 TANAH dan POHON BERGERAK Di PALU Pasca Gempa 1 Kampung Hilang Tertelan Bumi.,,2,positive
'Tetap Kuat Indonesia' Dukungan dari PSG untuk Gempa Tsunami di Palu Sulawesi Tengah https://t.co/epnv4WUo22,,-3,negative
Gempa 5 2 magnitudo kembali mengguncang Palu Sulawesi tengah pagi ini. Gempa yang terasa sekitar 10 sampai 20 detik tersebut membuat pengungsi tetap berada diluar tenda karena khawatir adanya gempa susulan. #MostUpdate1058,,-2,negative
Info Palu: Masjid Apung Setelah Gempa: https://t.co/1kx3He8Z4d via @YouTube,,0,neutral
Gempa susulan guncang Palu masyarakat sempat keluar rumah https://t.co/xDUFC6YrIq https://t.co/kqpZOEiWlR,,-3,negative
Prajurit TNI Bersihkan Puing Pasca Gempa di Palu https://t.co/CyZ5oRdPYh https://t.co/HflPnNUunZ,,0,neutral
(08/10) Donasi Dari Paguyuban Drumblek Cepogo Untuk Korban Gempa Tsunami di Sulteng ( Palu Donggala Sigi Dll) Uang Tunai sebanyak Rp. 13.445.000 - Terimakasih atas kepercayaan https://t.co/bjIROOtADZ,,-4,negative
@Tahulontong3 @MCAOps Sudah seminggu lebih pasca gempa Palu. Walau belum pulih sesuai janji pak de minimal semua hrs sdh mendapat bantuan. Org2 ini bukan di pelosok. Buktinya terlihat mobil lalu lalang. Ini bukan men cari2 kesalahan ini fakta yg ada. Anda meragukan media sekelas Al Jazeera?,,-12,negative
@ssooyoungpark Barusan juga ada.. kayaknya sesar palu itu lg aktif2nya... :( Dr tgl 28 kemaren sampe sekarang ada aja notifikasi gempa dr yg 3 sampe 5 yg MMI nya I sampe III...,,1,positive
@karniilyas Allah akan turunkan azab seperti yg di unggah di FB Caleg Takabur dari Nasdem di Palu menantang gempa,,-9,negative
Awalnya sy tak paham apa maksud sabda manuskrip: jika pd waktu ashar gempa bergerak alamat akan [...] akan berpindah daripada suatu tempat kepada suatu tempat . Tp setelah Pak @Sutopo_PN jelaskan Likuifaksi di Palu mungkin itu ya maksudnya. #PaluEarthquake @lukmansaifuddin https://t.co/JSkFIiRLNO,,-2,negative
#Gempa Magnitude: 5.2 09-Oct-2018 Pkl. 04:15:47 WIB Lokasi: 0.89 LS 119.93 BT (5 km TimurLaut PALU-SULTENG) Kedalaman: 10 Km #BMKG https://t.co/OgXv3G8jsB,,0,neutral
@Kopipahit189 @RealForJKW @LawanPoLitikJW @jokowi Siapa yg ga peduli korban gempa palu??? Prabowo sdh buat apa utk palu? https://t.co/turLhOnseK,,1,positive
Gempa Kembali Guncang Palu Warga Berhamburan Keluar Rumah https://t.co/Sb7bgNXIk3,,0,neutral
Gempa Kembali Guncang Palu Warga Berhamburan Keluar Rumah https://t.co/QQySW4U9bh,,0,neutral
Info Palu: Gempa Susulan melanda Palu: https://t.co/2WyPVIuENi via @YouTube,,0,neutral
Korban Gempa Palu Asal Jember Disambangi Bupati https://t.co/idZdrg3GGy Bupati Sambangi Korban Tsunami Palu Asal Mumbulsari - https://t.co/LvkxADOEt2 https://t.co/s2BqfngJmK,,0,neutral
Korban Gempa Palu Asal Jember Disambangi Bupati https://t.co/rK1Eyqc6rl Bupati Sambangi Korban Tsunami Palu Asal Mumbulsari - https://t.co/CLryxd15Lu https://t.co/c4ffFRnL2T,,0,neutral
Pagi. Alhamdulillah LISTRIK di PALU DONGGALA SIGI DIPULIHKAN pada H+10 juga TELKOM dan TELKOMSEL PULIH 100%. Pemulihan pasca gempa Palu Donggala Sigi Sulteng dipimpin Pres. @jokowi 🇮🇩 @PEDOMAN_id @Jokowinomics_id #IndonesiaMaju #GerakCepatUntukPalu #JokowiAmin @KemenBUMN https://t.co/2v5HzvtVwp,,1,positive
Bantuan buat korban Gempa Lombok udah cair? Penanganan Tsunami Palu-Donggala-Sigi udah tuntas?,,-3,negative
#Earthquake (#gempa) M5.1 strikes 13 km E of #Palu (#Indonesia) 1hr 18min ago. More info: https://t.co/aeVEpPpAKT,,0,neutral
Gempa Kembali Guncang Palu https://t.co/LkKdM482tT,,0,neutral
Bangun dan liat notif hape itu BMKG gempa di palu lagi rasanya jadi parno ...... https://t.co/JSghfYehdD,,-1,negative
Gempa berkekuatan 5.2 magnitudo kembali mengguncang Palu. Apakah terasa hingga daerah lainnya? Bagaimana kondisi di sana? Untuk mata-mata yang berada di Palu dan sekitarnya bisa mengirim infonya ke https://t.co/yxfv7GD6uL,,1,positive
Gempa Kembali Guncang Palu Warga Berhamburan Keluar Rumah. Mudah2an Allah SWT melindungi saudara2 kita yang di Palu dan juga kita semua. Aamiin ya robbal aalamiin... https://t.co/HjISjCVFA2,,-1,negative
Suporter Madura United Galang Dana untuk Korban Gempa Palu https://t.co/mEHgNbSrRO,,0,neutral
Tim relawan ika perikanan unhs terus memberikan bntun kepada wilayah pesisir dna nelayan yang terkena dampak gempa dan tsunami palu https://t.co/NrRvEyWpE2,,-4,negative
Cerita pria 69 tahun pantang menyerah cari mantan istri &amp; anak korban gempa Palu https://t.co/0TjBVzh3ct https://t.co/DVMB9TrurA,,-17,negative
Gempa Palu: Korban meninggal 1.948 hilang 843 'ribuan mungkin terkubur'. https://t.co/rERBCg7eyU https://t.co/0Hsx5CdWQX,,-6,negative
Tim relawan ika perikanan unhas terus mendistribusikan bantuan gempa dan tsunami palu https://t.co/ZRYqEhk8AB,,4,positive
Suporter Madura United Galang Dana untuk Korban Gempa Palu https://t.co/VIJwjEXpGC,,0,neutral
#Gempa Mag:5.2 09-Okt-18 04:15:47 WIB Lok:0.89 LS 119.93 BT (Pusat gempa berada di darat 5 km TimurLaut Palu) Kedlmn:10 Km Dirasakan (MMI) IV Palu #BMKG https://t.co/n2fnz15wVU,,6,positive
#Gempa Mag:5.2 09-Okt-18 04:15:47 WIB Lok:0.89 LS 119.93 BT (Pusat gempa berada di darat 5 km TimurLaut Palu) Kedlmn:10 Km Dirasakan (MMI) IV Palu #BMKG https://t.co/tnhT7yKOVF,,6,positive
#Gempa Mag:5.2 09-Okt-18 04:15:47 WIB Lok:0.89 LS 119.93 BT (Pusat gempa berada di darat 5 km TimurLaut Palu) Kedlmn:10 Km Dirasakan (MMI) IV Palu. via @infoBMKG #BMKG #ElshintaEdisiPagi https://t.co/ThDVxHzHcC,,6,positive
